client_id,full_name,first_name,last_name,gender,age,age_band,life_stage,life_stage_change_date,aum,aum_tier,tenure_years,risk_tolerance,risk_score_target,risk_score_current,estate_docs_complete,insurance_adequate,last_review_date,next_review_date,review_overdue_flag,tax_year_end_flag,household_id,is_primary_in_household,referral_source,segment_tag,city,advisor_id,days_since_last_contact,latest_portfolio_drift_pct,open_commitment_count,product_gap_count,unactioned_life_event_flag,off_track_goal_count,nba_scenario_flag,nba_expected_rank
C0092,Aisha Bell,Aisha,Bell,F,45,45-54,Pre-retirement,,755000.0,Tier 3 — Affluent,17.5,growth,7.1,7.9,True,True,2026-05-13,2026-11-09,False,True,H0062,True,Family member,Pre-retirement — Tier 3,Kent,ADV001,39,2.4,0,1,True,1,,
C0093,Abigail Hill,Abigail,Hill,F,41,30-44,Accumulation,,1076000.0,Tier 2 — HNW,2.8,growth,7.3,6.0,False,False,2026-01-16,2026-05-16,True,False,H0067,True,Digital / website,Accumulation — Tier 2,Buckinghamshire,ADV001,3,1.4,5,1,False,0,,
C0094,Claire Ahmed,Claire,Ahmed,F,47,45-54,Pre-retirement,,650000.0,Tier 3 — Affluent,5.4,aggressive,9.4,9.6,True,True,2026-01-10,2026-07-09,False,False,H0029,False,Digital / website,Pre-retirement — Tier 3,Nottingham,ADV001,18,1.5,1,1,False,0,,
C0095,Colin Collins,Colin,Collins,M,50,45-54,Pre-retirement,,951000.0,Tier 3 — Affluent,12.2,growth,7.7,6.8,False,True,2026-03-06,2026-09-02,False,True,H0092,True,Event / seminar,Pre-retirement — Tier 3,Berkshire,ADV001,31,6.2,0,0,False,1,,
C0096,Leila Parker,Leila,Parker,F,53,45-54,Pre-retirement,2023-07-26,672000.0,Tier 3 — Affluent,2.5,growth,5.2,4.9,False,True,2025-11-20,2026-05-19,True,False,H0092,True,Family member,Pre-retirement — Tier 3,Edinburgh,ADV001,16,6.3,1,0,True,0,,
C0097,Peter Green,Peter,Green,M,52,45-54,Pre-retirement,,400000.0,Tier 3 — Affluent,12.8,growth,5.3,8.9,False,True,2026-03-09,2026-09-05,False,False,H0023,False,Existing client,Pre-retirement — Tier 3,Cambridge,ADV001,30,1.7,1,1,True,1,,
C0098,Elizabeth Price,Elizabeth,Price,F,65,65-80,Retirement,2025-06-04,702000.0,Tier 3 — Affluent,13.0,conservative,2.0,2.7,False,True,2026-02-15,2026-08-14,False,True,H0015,True,Family member,Retirement — Tier 3,Cheltenham,ADV001,50,0.9,0,2,True,1,,
C0099,Aisha King,Aisha,King,F,35,30-44,Accumulation,,164000.0,Tier 4 — Mass Affluent,10.2,aggressive,9.5,10,False,True,2026-03-05,2027-03-05,False,False,H0062,True,Professional referral,Accumulation — Tier 4,London,ADV001,96,0.2,0,1,True,0,,
C0100,Jessica Edwards,Jessica,Edwards,F,49,45-54,Pre-retirement,,110000.0,Tier 4 — Mass Affluent,7.2,growth,5.2,7.7,True,True,2026-04-25,2027-04-25,False,False,H0091,False,Family member,Pre-retirement — Tier 4,Leeds,ADV001,36,5.8,0,1,False,1,,
C0101,Amanda Morgan,Amanda,Morgan,F,47,45-54,Pre-retirement,,591000.0,Tier 3 — Affluent,13.7,growth,7.3,9.0,False,False,2026-04-23,2026-10-20,False,False,H0011,True,Employee benefit,Pre-retirement — Tier 3,Oxford,ADV001,1,0.8,1,1,False,2,,
C0102,Carlos Wood,Carlos,Wood,M,38,30-44,Accumulation,,90000.0,Tier 4 — Mass Affluent,2.8,aggressive,9.0,8.2,False,True,2026-02-01,2027-02-01,False,False,H0059,True,Event / seminar,Accumulation — Tier 4,Cheltenham,ADV001,33,3.1,1,0,False,0,,
C0103,Peter Mitchell,Peter,Mitchell,M,59,55-64,Pre-retirement,2022-09-21,129000.0,Tier 4 — Mass Affluent,20.4,moderate,4.0,1.8,True,False,2026-05-29,2027-05-29,False,True,H0053,True,Professional referral,Pre-retirement — Tier 4,Berkshire,ADV001,189,7.9,1,0,True,2,,
C0104,Amanda Ahmed,Amanda,Ahmed,F,51,45-54,Pre-retirement,,762000.0,Tier 3 — Affluent,16.7,growth,5.5,5.6,False,True,2025-11-12,2026-05-11,True,False,H0039,True,Family member,Pre-retirement — Tier 3,Hertfordshire,ADV001,52,2.5,0,1,False,1,,
C0105,Louise Ahmed,Louise,Ahmed,F,72,65-80,Retirement,,366000.0,Tier 3 — Affluent,6.4,moderate,5.0,1.7,False,False,2026-03-28,2026-09-24,False,True,H0013,True,Event / seminar,Retirement — Tier 3,Kent,ADV001,412,2.7,0,0,True,1,,
C0106,Theo Davies,Theo,Davies,M,48,45-54,Pre-retirement,,816000.0,Tier 3 — Affluent,9.5,aggressive,9.7,6.9,False,True,2025-11-22,2026-05-21,True,False,H0019,False,Employee benefit,Pre-retirement — Tier 3,Liverpool,ADV001,26,9.4,2,1,False,1,,
C0107,Aubrey Kelly,Aubrey,Kelly,F,39,30-44,Accumulation,,232000.0,Tier 4 — Mass Affluent,14.7,growth,7.8,9.3,False,False,2026-03-21,2027-03-21,False,False,H0020,True,Professional referral,Accumulation — Tier 4,Hertfordshire,ADV001,5,6.7,0,1,False,1,,
C0108,Grace Morgan,Grace,Morgan,F,47,45-54,Pre-retirement,,233000.0,Tier 4 — Mass Affluent,6.8,growth,5.7,4.3,True,False,2026-01-24,2027-01-24,False,True,H0093,False,Existing client,Pre-retirement — Tier 4,Glasgow,ADV001,72,5.0,0,2,False,0,,
C0109,Anita Davies,Anita,Davies,F,71,65-80,Retirement,,168000.0,Tier 4 — Mass Affluent,10.9,conservative,1.6,4.0,False,True,2025-12-29,2026-12-29,False,False,H0062,False,Family member,Retirement — Tier 4,Kent,ADV001,180,10.0,0,1,True,1,,
C0110,Andrew Edwards,Andrew,Edwards,M,59,55-64,Pre-retirement,2019-09-16,650000.0,Tier 3 — Affluent,3.3,moderate,3.3,4.5,False,True,2026-05-16,2026-11-12,False,False,H0053,True,Cold outreach,Pre-retirement — Tier 3,Liverpool,ADV001,2,11.0,2,0,True,0,,
C0111,William Morris,William,Morris,M,64,55-64,Pre-retirement,2023-05-23,563000.0,Tier 3 — Affluent,3.6,moderate,4.5,6.5,False,False,2026-05-09,2026-11-05,False,False,H0083,False,Event / seminar,Pre-retirement — Tier 3,Bristol,ADV001,5,1.9,1,1,False,1,,
C0112,Emily Watson,Emily,Watson,F,62,55-64,Pre-retirement,2015-12-22,4557000.0,Tier 2 — HNW,24.2,moderate,3.2,6.5,False,True,2026-05-01,2026-08-29,False,False,H0030,True,Professional referral,Pre-retirement — Tier 2,London,ADV001,4,13.1,4,0,False,1,,
C0113,Patrick Campbell,Patrick,Campbell,M,54,45-54,Pre-retirement,2022-06-22,950000.0,Tier 3 — Affluent,18.9,moderate,4.2,4.7,True,False,2025-10-29,2026-04-27,True,False,H0090,True,Cold outreach,Pre-retirement — Tier 3,Bristol,ADV001,80,3.9,1,1,False,0,,
C0114,Carlos Walker,Carlos,Walker,M,58,55-64,Pre-retirement,2019-05-02,3106000.0,Tier 2 — HNW,11.8,moderate,4.2,3.7,True,False,2026-04-15,2026-08-13,False,False,H0084,False,Existing client,Pre-retirement — Tier 2,Cambridge,ADV001,7,5.6,4,1,True,1,S002,top_10
C0115,Jessica Carter,Jessica,Carter,F,30,30-44,Accumulation,,67000.0,Tier 4 — Mass Affluent,18.6,moderate,5.9,7.4,False,False,2026-01-02,2027-01-02,False,False,H0089,False,Event / seminar,Accumulation — Tier 4,Glasgow,ADV001,36,1.3,0,1,False,1,,
C0116,Miguel Roberts,Miguel,Roberts,M,59,55-64,Pre-retirement,2020-10-13,163000.0,Tier 4 — Mass Affluent,1.9,moderate,4.8,7.3,False,False,2025-09-23,2026-09-23,False,True,H0031,True,Cold outreach,Pre-retirement — Tier 4,Cambridge,ADV001,254,3.7,0,2,False,0,,
C0117,Jessica Watson,Jessica,Watson,F,56,55-64,Pre-retirement,2023-12-25,981000.0,Tier 3 — Affluent,1.2,growth,7.3,5.5,False,True,2025-10-05,2026-04-03,True,False,H0058,True,Digital / website,Pre-retirement — Tier 3,Hertfordshire,ADV001,20,5.5,2,0,True,0,,
C0118,Patricia King,Patricia,King,F,61,55-64,Pre-retirement,2016-08-16,3474000.0,Tier 2 — HNW,19.8,conservative,2.4,1,False,False,2026-04-11,2026-08-09,False,True,H0040,True,Cold outreach,Pre-retirement — Tier 2,Glasgow,ADV001,16,12.5,6,0,True,1,,
C0119,Jacob Lewis,Jacob,Lewis,M,37,30-44,Accumulation,,634000.0,Tier 3 — Affluent,0.6,growth,7.4,7.1,False,True,2026-02-21,2026-08-20,False,False,H0093,False,Professional referral,Accumulation — Tier 3,Essex,ADV001,30,11.6,3,0,False,1,S004,top_15
C0120,Graham Ahmed,Graham,Ahmed,M,34,30-44,Accumulation,,620000.0,Tier 3 — Affluent,1.2,growth,5.2,6.4,True,True,2026-04-26,2026-10-23,False,False,H0059,True,Digital / website,Accumulation — Tier 3,London,ADV001,1,7.2,0,0,False,0,,
C0121,Sarah Ahmed,Sarah,Ahmed,F,75,65-80,Retirement,,573000.0,Tier 3 — Affluent,18.7,conservative,2.2,1.0,False,True,2026-03-17,2026-09-13,False,False,H0038,False,Family member,Retirement — Tier 3,Surrey,ADV001,12,9.9,1,0,True,1,,
C0122,Daniel Ahmed,Daniel,Ahmed,M,51,45-54,Pre-retirement,,949000.0,Tier 3 — Affluent,7.0,moderate,3.1,6.1,False,False,2026-03-11,2026-09-07,False,False,H0089,True,Cold outreach,Pre-retirement — Tier 3,Bath,ADV001,43,5.8,5,1,False,1,,
C0123,Evelyn Bell,Evelyn,Bell,F,47,45-54,Pre-retirement,,208000.0,Tier 4 — Mass Affluent,2.0,growth,6.5,5.9,False,False,2026-05-28,2027-05-28,False,False,H0090,False,Employee benefit,Pre-retirement — Tier 4,Kent,ADV001,39,5.3,1,1,False,0,,
C0124,Noah Hill,Noah,Hill,M,60,55-64,Pre-retirement,2018-12-02,3451000.0,Tier 2 — HNW,5.2,moderate,4.0,7.3,False,True,2026-04-26,2026-08-24,False,False,H0067,True,Family member,Pre-retirement — Tier 2,Essex,ADV001,3,3.1,3,0,True,0,,
C0125,Matthew Khan,Matthew,Khan,M,54,45-54,Pre-retirement,2023-05-22,80000.0,Tier 4 — Mass Affluent,15.7,moderate,3.3,7.0,False,False,2026-02-15,2027-02-15,False,False,H0027,True,Digital / website,Pre-retirement — Tier 4,Surrey,ADV001,17,2.7,5,0,True,1,,
C0126,Matthew Anderson,Matthew,Anderson,M,49,45-54,Pre-retirement,,22769000.0,Tier 1 — Ultra HNW,1.0,moderate,5.8,6.3,False,True,2026-03-16,2026-06-14,False,False,H0055,False,Professional referral,Pre-retirement — Tier 1,Cambridge,ADV001,7,2.8,2,0,False,0,,
C0127,Oscar Garcia,Oscar,Garcia,M,54,45-54,Pre-retirement,2023-06-14,140000.0,Tier 4 — Mass Affluent,2.0,moderate,5.1,3.2,False,True,2025-09-08,2026-09-08,False,False,H0059,True,Family member,Pre-retirement — Tier 4,Surrey,ADV001,25,0.7,0,2,False,0,,
C0128,Alexandra Chen,Alexandra,Chen,F,64,55-64,Pre-retirement,2017-10-13,2408000.0,Tier 2 — HNW,2.9,moderate,5.8,6.3,False,False,2026-03-11,2026-07-09,False,False,H0024,True,Professional referral,Pre-retirement — Tier 2,Hampshire,ADV001,12,7.5,6,0,True,1,,
C0129,Karen Watson,Karen,Watson,F,61,55-64,Pre-retirement,2016-01-12,3542000.0,Tier 2 — HNW,18.6,growth,6.5,6.8,True,True,2026-04-27,2026-08-25,False,False,H0002,True,Professional referral,Pre-retirement — Tier 2,Cambridge,ADV001,14,8.4,2,0,True,1,,
C0130,Karen Collins,Karen,Collins,F,52,45-54,Pre-retirement,,312000.0,Tier 3 — Affluent,1.6,moderate,4.6,3.1,True,True,2026-04-03,2026-09-30,False,False,H0074,True,Cold outreach,Pre-retirement — Tier 3,Hertfordshire,ADV001,6,7.6,4,0,True,0,,
C0131,Louise Davies,Louise,Davies,F,62,55-64,Pre-retirement,2024-02-19,992000.0,Tier 3 — Affluent,1.7,moderate,6.0,3.3,False,True,2026-05-13,2026-11-09,False,False,H0031,True,Family member,Pre-retirement — Tier 3,Essex,ADV001,6,6.6,1,0,True,0,S003,top_20
C0132,Isabel Yamamoto,Isabel,Yamamoto,F,32,30-44,Accumulation,,213000.0,Tier 4 — Mass Affluent,17.3,growth,5.5,7.1,False,True,2026-05-28,2027-05-28,False,False,H0087,False,Professional referral,Accumulation — Tier 4,Bath,ADV001,16,0.1,1,1,False,1,,
C0133,Alexander White,Alexander,White,M,57,55-64,Pre-retirement,2022-12-24,3846000.0,Tier 2 — HNW,20.7,moderate,4.7,4.4,True,True,2026-02-16,2026-06-16,False,False,H0012,True,Family member,Pre-retirement — Tier 2,Glasgow,ADV001,3,4.7,0,0,True,3,,
C0134,Margaret Collins,Margaret,Collins,F,45,45-54,Pre-retirement,,219000.0,Tier 4 — Mass Affluent,2.0,growth,7.6,7.7,False,True,2025-11-15,2026-11-15,False,False,H0042,False,Digital / website,Pre-retirement — Tier 4,Hertfordshire,ADV001,28,5.3,1,1,True,0,,
C0135,Simon Collins,Simon,Collins,M,55,55-64,Pre-retirement,2022-03-02,20654000.0,Tier 1 — Ultra HNW,7.3,growth,6.4,4.4,False,True,2026-06-02,2026-08-31,False,False,H0039,True,Digital / website,Pre-retirement — Tier 1,Birmingham,ADV001,10,9.5,4,1,True,0,,
C0136,Hannah Johnson,Hannah,Johnson,F,47,45-54,Pre-retirement,,3502000.0,Tier 2 — HNW,20.6,growth,5.3,4.0,True,True,2026-03-18,2026-07-16,False,False,H0057,True,Family member,Pre-retirement — Tier 2,Southampton,ADV001,1,4.4,3,0,False,1,,
C0137,Ming Yamamoto,Ming,Yamamoto,M,62,55-64,Pre-retirement,2015-03-14,2532000.0,Tier 2 — HNW,8.8,moderate,3.4,6.8,False,False,2026-04-06,2026-08-04,False,False,H0002,True,Professional referral,Pre-retirement — Tier 2,Cheltenham,ADV001,9,0.6,5,1,True,1,,
C0138,Nadia James,Nadia,James,F,57,55-64,Pre-retirement,2023-11-12,173000.0,Tier 4 — Mass Affluent,3.1,growth,5.4,4.3,False,True,2026-01-07,2027-01-07,False,True,H0036,True,Professional referral,Pre-retirement — Tier 4,Hertfordshire,ADV001,29,6.5,1,1,False,1,,
C0139,Li Taylor,Li,Taylor,F,74,65-80,Retirement,,3428000.0,Tier 2 — HNW,4.0,moderate,5.4,6.2,False,True,2026-05-08,2026-09-05,False,False,H0010,True,Existing client,Retirement — Tier 2,Oxford,ADV001,10,12.0,4,0,True,1,S003,top_20
C0140,Evelyn Chen,Evelyn,Chen,F,78,65-80,Retirement,,762000.0,Tier 3 — Affluent,24.2,moderate,3.2,1.6,False,True,2026-05-16,2026-11-12,False,False,H0037,True,Employee benefit,Retirement — Tier 3,Bath,ADV001,12,2.4,2,1,False,2,S003,top_20
C0141,Fatima Liu,Fatima,Liu,F,38,30-44,Accumulation,,365000.0,Tier 3 — Affluent,0.6,aggressive,7.5,10,False,False,2026-03-12,2026-09-08,False,False,H0094,False,Professional referral,Accumulation — Tier 3,Manchester,ADV001,4,7.3,4,1,True,0,,
C0142,Jack Garcia,Jack,Garcia,M,39,30-44,Accumulation,,482000.0,Tier 3 — Affluent,20.3,moderate,5.1,5.7,True,False,2026-03-03,2026-08-30,False,False,H0093,True,Digital / website,Accumulation — Tier 3,Edinburgh,ADV001,102,4.3,1,1,True,2,,
C0143,Nadia Thompson,Nadia,Thompson,F,55,55-64,Pre-retirement,2022-04-23,572000.0,Tier 3 — Affluent,3.3,growth,6.5,7.3,False,True,2026-03-15,2026-09-11,False,False,H0014,False,Family member,Pre-retirement — Tier 3,Leeds,ADV001,14,1.6,1,1,False,0,,
C0144,Vikram Reid,Vikram,Reid,M,43,30-44,Accumulation,,99000.0,Tier 4 — Mass Affluent,3.9,moderate,5.6,7.1,False,False,2025-11-26,2026-11-26,False,False,H0054,False,Digital / website,Accumulation — Tier 4,Glasgow,ADV001,44,7.0,2,2,True,0,,
C0145,Simon Khan,Simon,Khan,M,40,30-44,Accumulation,,86000.0,Tier 4 — Mass Affluent,24.7,aggressive,8.4,5.9,True,False,2025-11-03,2026-11-03,False,False,H0002,True,Digital / website,Accumulation — Tier 4,Essex,ADV001,18,1.5,1,1,True,1,,
C0146,Leila Hill,Leila,Hill,F,54,45-54,Pre-retirement,2023-05-14,250000.0,Tier 4 — Mass Affluent,20.2,growth,5.5,8.3,False,True,2025-09-14,2026-09-14,False,True,H0085,True,Family member,Pre-retirement — Tier 4,Nottingham,ADV001,264,7.0,0,1,False,0,,
C0147,Henry Ferguson,Henry,Ferguson,M,78,65-80,Retirement,,295000.0,Tier 3 — Affluent,19.8,conservative,2.8,4.1,False,False,2026-04-19,2026-10-16,False,False,H0011,True,Employee benefit,Retirement — Tier 3,Edinburgh,ADV001,51,0.3,1,1,True,1,,
C0148,Charlotte Wilson,Charlotte,Wilson,F,47,45-54,Pre-retirement,,2044000.0,Tier 2 — HNW,6.0,growth,6.0,7.9,True,True,2026-03-28,2026-07-26,False,False,H0075,True,Existing client,Pre-retirement — Tier 2,Bristol,ADV001,25,1.9,0,0,True,1,,
C0149,Margaret Shaw,Margaret,Shaw,F,53,45-54,Pre-retirement,2023-11-19,828000.0,Tier 3 — Affluent,4.3,aggressive,9.4,6.0,False,False,2026-03-13,2026-09-09,False,True,H0092,True,Digital / website,Pre-retirement — Tier 3,Cambridge,ADV001,96,8.3,0,0,True,0,,
C0150,Graham Bell,Graham,Bell,M,47,45-54,Pre-retirement,,15110000.0,Tier 1 — Ultra HNW,5.7,moderate,5.4,4.3,True,True,2026-04-15,2026-07-14,False,True,H0052,True,Family member,Pre-retirement — Tier 1,Berkshire,ADV001,8,1.9,4,1,False,0,S005,top_20
